@relation kc1-class-level-numericdefect-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute PERCENT_PUB_DATA numeric
@attribute ACCESS_TO_PUB_DATA numeric
@attribute COUPLING_BETWEEN_OBJECTS numeric
@attribute DEPTH numeric
@attribute LACK_OF_COHESION_OF_METHODS numeric
@attribute NUM_OF_CHILDREN numeric
@attribute DEP_ON_CHILD numeric
@attribute FAN_IN numeric
@attribute RESPONSE_FOR_CLASS numeric
@attribute WEIGHTED_METHODS_PER_CLASS numeric
@attribute minLOC_BLANK numeric
@attribute minBRANCH_COUNT numeric
@attribute minLOC_CODE_AND_COMMENT numeric
@attribute minLOC_COMMENTS numeric
@attribute minCYCLOMATIC_COMPLEXITY numeric
@attribute minDESIGN_COMPLEXITY numeric
@attribute minESSENTIAL_COMPLEXITY numeric
@attribute minLOC_EXECUTABLE numeric
@attribute minHALSTEAD_CONTENT numeric
@attribute minHALSTEAD_DIFFICULTY numeric
@attribute minHALSTEAD_EFFORT numeric
@attribute minHALSTEAD_ERROR_EST numeric
@attribute minHALSTEAD_LENGTH numeric
@attribute minHALSTEAD_LEVEL numeric
@attribute minHALSTEAD_PROG_TIME numeric
@attribute minHALSTEAD_VOLUME numeric
@attribute minNUM_OPERANDS numeric
@attribute minNUM_OPERATORS numeric
@attribute minNUM_UNIQUE_OPERANDS numeric
@attribute minNUM_UNIQUE_OPERATORS numeric
@attribute minLOC_TOTAL numeric
@attribute maxLOC_BLANK numeric
@attribute maxBRANCH_COUNT numeric
@attribute maxLOC_CODE_AND_COMMENT numeric
@attribute maxLOC_COMMENTS numeric
@attribute maxCYCLOMATIC_COMPLEXITY numeric
@attribute maxDESIGN_COMPLEXITY numeric
@attribute maxESSENTIAL_COMPLEXITY numeric
@attribute maxLOC_EXECUTABLE numeric
@attribute maxHALSTEAD_CONTENT numeric
@attribute maxHALSTEAD_DIFFICULTY numeric
@attribute maxHALSTEAD_EFFORT numeric
@attribute maxHALSTEAD_ERROR_EST numeric
@attribute maxHALSTEAD_LENGTH numeric
@attribute maxHALSTEAD_LEVEL numeric
@attribute maxHALSTEAD_PROG_TIME numeric
@attribute maxHALSTEAD_VOLUME numeric
@attribute maxNUM_OPERANDS numeric
@attribute maxNUM_OPERATORS numeric
@attribute maxNUM_UNIQUE_OPERANDS numeric
@attribute maxNUM_UNIQUE_OPERATORS numeric
@attribute maxLOC_TOTAL numeric
@attribute avgLOC_BLANK numeric
@attribute avgBRANCH_COUNT numeric
@attribute avgLOC_CODE_AND_COMMENT numeric
@attribute avgLOC_COMMENTS numeric
@attribute avgCYCLOMATIC_COMPLEXITY numeric
@attribute avgDESIGN_COMPLEXITY numeric
@attribute avgESSENTIAL_COMPLEXITY numeric
@attribute avgLOC_EXECUTABLE numeric
@attribute avgHALSTEAD_CONTENT numeric
@attribute avgHALSTEAD_DIFFICULTY numeric
@attribute avgHALSTEAD_EFFORT numeric
@attribute avgHALSTEAD_ERROR_EST numeric
@attribute avgHALSTEAD_LENGTH numeric
@attribute avgHALSTEAD_LEVEL numeric
@attribute avgHALSTEAD_PROG_TIME numeric
@attribute avgHALSTEAD_VOLUME numeric
@attribute avgNUM_OPERANDS numeric
@attribute avgNUM_OPERATORS numeric
@attribute avgNUM_UNIQUE_OPERANDS numeric
@attribute avgNUM_UNIQUE_OPERATORS numeric
@attribute avgLOC_TOTAL numeric
@attribute sumLOC_BLANK numeric
@attribute sumBRANCH_COUNT numeric
@attribute sumLOC_CODE_AND_COMMENT numeric
@attribute sumLOC_COMMENTS numeric
@attribute sumCYCLOMATIC_COMPLEXITY numeric
@attribute sumDESIGN_COMPLEXITY numeric
@attribute sumESSENTIAL_COMPLEXITY numeric
@attribute sumLOC_EXECUTABLE numeric
@attribute sumHALSTEAD_CONTENT numeric
@attribute sumHALSTEAD_DIFFICULTY numeric
@attribute sumHALSTEAD_EFFORT numeric
@attribute sumHALSTEAD_ERROR_EST numeric
@attribute sumHALSTEAD_LENGTH numeric
@attribute sumHALSTEAD_LEVEL numeric
@attribute sumHALSTEAD_PROG_TIME numeric
@attribute sumHALSTEAD_VOLUME numeric
@attribute sumNUM_OPERANDS numeric
@attribute sumNUM_OPERATORS numeric
@attribute sumNUM_UNIQUE_OPERANDS numeric
@attribute sumNUM_UNIQUE_OPERATORS numeric
@attribute sumLOC_TOTAL numeric
@attribute NUMDEFECTS numeric

@data
0,0,0.375,0,0.83,0,0,0,0.063063,0.14,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.074627,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0.086207,0.113636,0.083333,0.045455,0.113636,0.090909,0.16,0.156489,0.208277,0.372093,0.049521,0.102273,0.130199,0.5,0.049521,0.101559,0.130841,0.129794,0.233333,0.540541,0.170732,0.054504,0.099174,0.037267,0.01856,0.099174,0.11303,0.0434,0.132319,0.248471,0.253516,0.055244,0.109746,0.141463,0.50774,0.055244,0.113044,0.141872,0.141206,0.202695,0.430792,0.134124,0.019608,0.039234,0.017544,0.011811,0.047285,0.061275,0.049419,0.048854,0.068634,0.04281,0.012869,0.027593,0.033298,0.205168,0.012869,0.02823,0.03244,0.033863,0.051099,0.070137,0.055864,2
0,0,0.416667,0,0.88,0,0,0,0.099099,0.22,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.068966,0.113636,0,0.159091,0.113636,0.113636,0.16,0.125954,0.379778,0.272186,0.031927,0.106061,0.141049,1,0.031927,0.106228,0.128505,0.148968,0.241667,0.351351,0.160279,0.043603,0.136954,0,0.028871,0.136954,0.182104,0.028933,0.220141,0.575317,0.378114,0.074028,0.228318,0.295855,0.235473,0.074028,0.230936,0.313957,0.284476,0.399577,0.521095,0.231395,0.023529,0.074641,0,0.027559,0.085814,0.120098,0.069767,0.12192,0.238375,0.095776,0.025867,0.086108,0.104458,0.142725,0.025867,0.086507,0.107682,0.102332,0.151099,0.12726,0.139833,3
0,0,0.041667,0.5,1,0,0,0.333333,0.238739,0.22,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.597015,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0,0,0,0,0,0,0,0.003817,0.065679,0.046512,0.000244,0.003788,0.009042,0.5,0.000244,0.004003,0.009346,0.00885,0.033333,0.135135,0.017422,0,0,0,0,0,0,0,0.005464,0.15013,0.091233,0.001066,0.008829,0.032831,0.676732,0.001066,0.014681,0.032184,0.033237,0.071197,0.217617,0.042291,0,0.004785,0,0,0.008757,0.012255,0.014535,0.000865,0.017773,0.006603,0.000106,0.000951,0.003312,0.117195,0.000106,0.001571,0.003154,0.003416,0.007692,0.015184,0.008675,0
0,0,0.125,0,0,0,0,0,0.036036,0.08,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.017241,0.022727,0,0,0.022727,0.022727,0,0.080153,0.334093,0.132837,0.010132,0.056818,0.084087,0.335,0.010132,0.058183,0.070093,0.09292,0.175,0.297297,0.101045,0.009538,0.061983,0,0,0.061983,0.082418,0,0.17418,0.44075,0.219937,0.032265,0.135762,0.187001,0.194494,0.032265,0.142555,0.155172,0.207009,0.26699,0.435233,0.17128,0.001961,0.016268,0,0,0.021016,0.029412,0.020349,0.036749,0.069569,0.021223,0.004295,0.019505,0.025152,0.044909,0.004295,0.020343,0.020275,0.028368,0.038462,0.040492,0.039903,9
0,0,0.166667,0,0,0,0,0,0.027027,0.06,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.022901,0.084533,0.086884,0.001094,0.011364,0.018083,0.165,0.001094,0.009616,0.016355,0.019174,0.05,0.216216,0.027875,0,0,0,0,0,0,0,0.04918,0.152312,0.133287,0.004475,0.035319,0.053239,0.19183,0.004474,0.030932,0.045977,0.057803,0.09154,0.310881,0.059208,0,0.004785,0,0,0.008757,0.012255,0.014535,0.007782,0.018031,0.009646,0.000447,0.003806,0.005371,0.033221,0.000447,0.003311,0.004506,0.005941,0.00989,0.021692,0.01145,0
0.67,0,0.583333,0.333333,0.96,0,0,0.333333,0.216216,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.603448,0.590909,0.25,1,0.590909,0.545455,0.28,0.755725,0.556822,0.51014,0.248928,0.371212,0.434901,0.8,0.248928,0.372302,0.399533,0.457227,0.441667,0.459459,0.993031,0.348824,0.42503,0.111801,0.334083,0.42503,0.480377,0.141049,0.516393,0.601225,0.399824,0.344823,0.463576,0.498542,0.426288,0.344823,0.468801,0.478818,0.510941,0.451159,0.484086,0.542841,0.12549,0.127273,0.052632,0.212598,0.127846,0.156863,0.075581,0.190661,0.166073,0.067516,0.080325,0.116556,0.117347,0.172255,0.080325,0.117073,0.109484,0.122531,0.113736,0.078814,0.212353,0
0,0,0.416667,0,0.82,0,0,0,0.045045,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.089552,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0.12069,0.090909,0,0.227273,0.090909,0.022727,0,0.148855,0.264633,0.297674,0.04027,0.102273,0.133816,0.5,0.04027,0.103234,0.140187,0.129794,0.25,0.432432,0.209059,0.076305,0.066116,0,0.096238,0.066116,0.029304,0,0.103825,0.228046,0.204651,0.046309,0.094188,0.122449,0.556542,0.04631,0.09714,0.122605,0.122351,0.159347,0.338515,0.124055,0.017647,0.019139,0,0.03937,0.024518,0.02451,0.023256,0.024643,0.040495,0.022216,0.006935,0.015224,0.018528,0.144571,0.006935,0.015595,0.018022,0.018862,0.025824,0.03543,0.03331,7
0,0,0.25,0,0.62,0,0,0,0.036036,0.08,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0.113636,0,0.272727,0.113636,0.022727,0,0.072519,0.090283,0.416744,0.020747,0.037879,0.057866,0.25,0.020746,0.037989,0.065421,0.053097,0.083333,0.432432,0.090592,0,0.138843,0,0.294488,0.138843,0.052747,0,0.140984,0.18189,0.452515,0.056505,0.090066,0.132032,0.183304,0.056505,0.094079,0.143448,0.124855,0.152566,0.509845,0.167474,0,0.017225,0,0.066929,0.019264,0.014706,0.011628,0.018591,0.017944,0.027291,0.004701,0.008088,0.011099,0.026453,0.004701,0.008391,0.011714,0.010694,0.013736,0.029646,0.024289,0
0,0,0.375,0.833333,0.86,0,0,0.333333,1,1,0,0,0,0,0,0,0,0.5,0.439061,0.6,0.228838,0,0.5,0.029851,0.229314,0.366246,0.166667,0.5,0.2,0.6,0.333333,0.12069,0.613636,0.583333,0.386364,0.613636,0.340909,0.6,0.549618,0.291205,0.953302,0.45454,0.363636,0.435805,0.335,0.45454,0.363823,0.446262,0.429204,0.341667,0.594595,0.560976,0.054504,0.109477,0.386223,0.105737,0.109477,0.123305,0.041427,0.156483,0.238475,0.306915,0.090778,0.113873,0.149137,0.3211,0.090778,0.114975,0.135602,0.157646,0.166039,0.506292,0.16988,0.107843,0.235407,1,0.370079,0.281961,0.362745,0.281977,0.317769,0.3623,0.28505,0.116306,0.157469,0.193072,0.713627,0.116305,0.157919,0.170534,0.207931,0.23022,0.453362,0.384108,0
0,0,0.416667,0,0.96,0,0,0,0.441441,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,1,0.590909,0,0.113636,0.590909,0.386364,0.8,0.522901,0.543821,1,0.543187,0.439394,0.481013,0.335,0.543187,0.441186,0.502336,0.486726,0.616667,0.837838,0.529617,0.397099,0.479676,0,0.027398,0.479676,0.418479,0.382847,0.353797,0.517177,0.845982,0.613261,0.568185,0.606921,0.168014,0.613261,0.572051,0.624771,0.5957,0.566673,0.877445,0.360556,1,1,0,0.122047,1,1,1,0.914397,1,1,1,1,1,0.475238,1,1,1,1,1,1,1,101
0,0,0,0,1,0,0,0,0.045045,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,1,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0,0,0,0,0,0,0,0,0.087227,0.027907,0.000117,0.003788,0.008137,0.5,0.000117,0.003191,0.009346,0.007375,0.033333,0.081081,0.010453,0,0,0,0,0,0,0,0,0.130907,0.067773,0.000435,0.005298,0.02449,0.854707,0.000435,0.009001,0.022069,0.026012,0.048821,0.161658,0.017762,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.012914,0.004087,0.000036,0.000476,0.002059,0.123347,0.000036,0.000803,0.001802,0.002228,0.004396,0.0094,0.003817,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0,0,0,0,0,0,0,0,0,0.1085,0.0782,0.00042,0,0.02307,0.714032,0.000422,0.008158,0.018391,0.026012,0.040684,0.186529,0,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.006422,0.00283,0.000021,0,0.001164,0.061827,0.000021,0.000437,0.000901,0.001337,0.002198,0.006508,0.000694,0
0,0,0.208333,0,0.86,0,0,0,0.108108,0.24,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.074627,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0.12069,0.136364,1,0.386364,0.136364,0.113636,0.24,0.21374,0.526261,0.371721,0.058069,0.132576,0.169078,0.5,0.058068,0.133952,0.175234,0.165192,0.291667,0.540541,0.292683,0.171687,0.18595,1,0.26706,0.18595,0.192308,0.164557,0.293716,0.51157,0.440525,0.139352,0.274834,0.325643,0.305062,0.139352,0.278355,0.322414,0.327673,0.414471,0.619171,0.332516,0.105882,0.108134,0.807018,0.291339,0.119089,0.142157,0.142442,0.185906,0.242243,0.127525,0.055649,0.118459,0.1314,0.21132,0.055649,0.119165,0.12638,0.13471,0.179121,0.172813,0.226232,0
0,0,0.583333,0.5,0.72,0,0,0.333333,0.121622,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.327586,0.522727,0,0.25,0.522727,0.386364,0.72,0.51145,0.42334,0.697488,0.294504,0.32197,0.367993,1,0.294505,0.322196,0.378505,0.361357,0.491667,0.756757,0.536585,0.56593,1,0,0.187664,1,1,1,1,0.756298,1,1,1,1,0.237123,1,1,1,1,0.877254,1,0.91138,0.17451,0.242105,0,0.102362,0.231173,0.25,0.261628,0.316472,0.179064,0.144742,0.199669,0.215509,0.201754,0.082129,0.199669,0.214053,0.19599,0.205555,0.18956,0.139552,0.302915,0
0,0,0.166667,0,0,0,0,0,0.022523,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.022727,0,0,0.022727,0.022727,0,0,0,0,0,0,0.000904,0,0,0,0,0.001475,0,0.027027,0.066202,0,0.059504,0,0,0.059504,0.079121,0,0,0,0,0,0,0.001065,0,0,0,0,0.001734,0,0.012435,0.149712,0,0.009569,0,0,0.012259,0.017157,0.011628,0,0,0,0,0,0.00009,0,0,0,0,0.000149,0,0.000723,0.02186,1
0,0,0.375,0,0.83,0,0,0,0.067568,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.149842,0,0.333333,0,0.4,0.111111,0.051724,0.045455,0.083333,0.045455,0.045455,0.045455,0,0.110687,0.232726,0.186977,0.01396,0.056818,0.079566,0.5,0.01396,0.057001,0.079439,0.079646,0.183333,0.351351,0.135889,0.035609,0.039669,0.034783,0.011549,0.039669,0.052747,0,0.096175,0.213874,0.211313,0.019589,0.067107,0.100799,0.434103,0.019589,0.070531,0.098391,0.102312,0.150532,0.373057,0.120953,0.013725,0.02488,0.017544,0.007874,0.035026,0.04902,0.040698,0.038046,0.063297,0.038232,0.004889,0.018078,0.025421,0.187942,0.004889,0.018872,0.024105,0.026288,0.040659,0.065076,0.054476,3
0,0,0.583333,0.5,0.73,0,0,0.666667,0.414414,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.206897,0.409091,0.25,0.272727,0.409091,0.409091,0.56,0.366412,0.364653,0.494698,0.153256,0.234848,0.282098,0.5,0.153256,0.236399,0.273364,0.287611,0.366667,0.567568,0.400697,0.22228,0.47862,0.113421,0.188292,0.47862,0.556139,0.343423,0.496793,0.592466,0.64772,0.287054,0.460697,0.525443,0.172368,0.287054,0.464252,0.510945,0.534556,0.541277,0.770444,0.482674,0.131373,0.233493,0.087719,0.19685,0.232925,0.291667,0.215116,0.30134,0.26886,0.179692,0.109855,0.190295,0.203187,0.114426,0.109855,0.190468,0.191935,0.210604,0.224176,0.206074,0.311242,9
0,0,0.541667,0.5,0.86,0,0,0.333333,0.121622,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.327586,0.295455,0.083333,0.318182,0.295455,0.227273,0.4,0.358779,0.404537,0.493953,0.16951,0.261364,0.296564,1,0.16951,0.261856,0.327103,0.277286,0.483333,0.594595,0.407666,0.228916,0.216379,0.047431,0.141732,0.216379,0.227772,0.220944,0.290611,0.420784,0.315879,0.21174,0.305841,0.321368,0.487325,0.211741,0.307494,0.343574,0.307409,0.391123,0.457843,0.301038,0.064706,0.055502,0.017544,0.070866,0.059545,0.071078,0.075581,0.084306,0.091324,0.041911,0.038755,0.060419,0.059434,0.154722,0.038755,0.060335,0.061726,0.057924,0.077473,0.058568,0.094032,0
0.17,0,0.041667,0.5,1,0,0,0.333333,0.891892,0.24,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0,0,0,0,0,0,0,0,0,0.094288,0.0782,0.000365,0,0.021295,0.714032,0.000367,0.007092,0.013793,0.026012,0.030513,0.186529,0,0,0,0,0,0,0,0,0,0.00186,0.000943,0.000006,0,0.000358,0.020609,0.000006,0.000127,0.000225,0.000446,0.000549,0.002169,0,0
0.95,0,0.583333,0.166667,0.84,0,0,0.333333,0.148649,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.224138,0.181818,0.083333,0.181818,0.181818,0.159091,0.12,0.267176,0.416347,0.32093,0.058376,0.140152,0.179928,0.335,0.058376,0.141098,0.163551,0.190265,0.283333,0.486486,0.313589,0.30946,0.247934,0.028986,0.139545,0.231405,0.263736,0.06751,0.412568,0.567854,0.423524,0.158622,0.341428,0.395741,0.269391,0.158623,0.344192,0.360153,0.418112,0.43227,0.573402,0.404588,0.143137,0.102392,0.017544,0.114173,0.103327,0.129902,0.072674,0.19585,0.201671,0.091952,0.047508,0.110371,0.119764,0.139957,0.047508,0.110513,0.10588,0.128917,0.14011,0.120029,0.205066,2
0,0,0.375,0.166667,0.97,0,0,0.333333,0.171171,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.155172,0.068182,0,0.113636,0.068182,0.068182,0,0.137405,0.197089,0.232558,0.018305,0.060606,0.083183,0.335,0.018305,0.060063,0.081776,0.084071,0.175,0.405405,0.184669,0.069368,0.058603,0,0.03937,0.06311,0.05994,0,0.111773,0.217637,0.19166,0.025465,0.072246,0.105993,0.377846,0.025466,0.077592,0.109091,0.104046,0.160888,0.33349,0.121107,0.019608,0.02201,0,0.019685,0.029772,0.036765,0.02907,0.032425,0.047235,0.025429,0.004661,0.014272,0.019603,0.119963,0.004661,0.015225,0.019599,0.019605,0.031868,0.042661,0.039903,2
0,0,0.75,0.666667,0.83,0,0,0.333333,0.261261,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.044776,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0.137931,0.454545,0.083333,0.113636,0.454545,0.454545,0.48,0.408397,0.339169,0.657116,0.251464,0.291667,0.347197,0.5,0.251464,0.292037,0.345794,0.348083,0.366667,0.567568,0.425087,0.160241,0.342149,0.208696,0.129921,0.347107,0.461538,0.212658,0.45082,0.475458,0.528265,0.364058,0.421192,0.465839,0.328242,0.364057,0.423047,0.438621,0.482948,0.405825,0.596891,0.416148,0.041176,0.074641,0.070175,0.059055,0.077058,0.107843,0.06686,0.118893,0.09381,0.063718,0.060576,0.075642,0.078321,0.09474,0.060576,0.075462,0.071638,0.082727,0.073077,0.069414,0.116933,0
0.83,0,0.125,0.166667,1,0,0,0.333333,0.171171,0.11,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0.010453,0,0,0,0,0,0,0,0,0.128395,0.0782,0.000497,0,0.025555,0.714032,0.000499,0.009652,0.024828,0.026012,0.054924,0.186529,0.017762,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.012666,0.004716,0.000041,0,0.002148,0.103045,0.000041,0.000861,0.002027,0.002228,0.004945,0.010846,0.003817,0
1,0,0.166667,0,1,0,0,0,0.04955,0.11,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.059701,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.172414,0.25,0.083333,0.227273,0.25,0.204545,0.28,0.20229,0.280845,0.435721,0.091584,0.159091,0.194394,0.335,0.091584,0.160375,0.203271,0.188791,0.325,0.567568,0.247387,0.216198,0.330579,0.173913,0.274278,0.264463,0.307692,0.177215,0.295082,0.391689,0.444435,0.170759,0.256072,0.301686,0.268206,0.170759,0.261806,0.317241,0.291908,0.355987,0.569948,0.3193,0.033333,0.043062,0.035088,0.074803,0.036778,0.046569,0.034884,0.046693,0.046369,0.032164,0.017048,0.027593,0.030433,0.046447,0.017048,0.02802,0.031088,0.030001,0.038462,0.039769,0.054129,22
0,0,0.083333,0,0,0.4,0,0,0.040541,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0,0,0,0.090909,0,0,0,0.022901,0.078836,0.069767,0.000659,0.007576,0.016275,0.5,0.000659,0.007206,0.014019,0.017699,0.033333,0.135135,0.062718,0,0,0,0.163605,0,0,0,0.058288,0.169393,0.123092,0.003676,0.029433,0.058563,0.357609,0.003677,0.029357,0.049042,0.064547,0.074588,0.221071,0.095861,0,0.007656,0,0.066929,0.014011,0.019608,0.023256,0.013835,0.03008,0.013362,0.00055,0.004757,0.008861,0.092894,0.000551,0.004713,0.007209,0.009951,0.012088,0.023138,0.026371,0
0,0,0.25,0.166667,0.59,0,0,0.333333,0.148649,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.017241,0.022727,0,0,0.022727,0.022727,0,0.041985,0.145033,0.107535,0.002301,0.015152,0.028933,1,0.0023,0.016851,0.03271,0.026549,0.083333,0.216216,0.052265,0.033574,0.007934,0,0,0.007934,0.010549,0,0.08,0.289517,0.134253,0.005006,0.044503,0.068997,0.482558,0.005006,0.042301,0.077793,0.063468,0.16233,0.305907,0.097947,0.021569,0.026794,0,0,0.045534,0.063725,0.069767,0.052745,0.142807,0.040483,0.002082,0.019981,0.029001,0.348201,0.002082,0.018864,0.031764,0.02718,0.073077,0.088937,0.075295,0
0,0,0.166667,0,0,0,0,0,0.027027,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.12069,0.068182,0,0.068182,0.068182,0.045455,0.08,0.141221,0.298456,0.300279,0.04446,0.113636,0.137432,0.25,0.04446,0.112916,0.158879,0.123894,0.333333,0.513514,0.188153,0.241633,0.14876,0,0.086614,0.14876,0.131868,0.151899,0.303279,0.51897,0.402468,0.18718,0.370861,0.387755,0.124334,0.18718,0.369364,0.43908,0.355491,0.584836,0.611399,0.329873,0.037255,0.02201,0,0.023622,0.024518,0.026961,0.031977,0.04799,0.061437,0.029127,0.018687,0.039962,0.039116,0.021532,0.018687,0.039532,0.043028,0.036536,0.063187,0.042661,0.055864,1
0,0,0.625,0,0.82,0,0,0,0.031532,0.07,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.044776,0.158392,0.252366,0.166667,0.333333,0.2,0.4,0.111111,0.224138,0.295455,0,0.522727,0.295455,0.272727,0.44,0.30916,0.216617,0.580465,0.125333,0.162879,0.198915,0.335,0.125333,0.164767,0.196262,0.20059,0.291667,0.702703,0.41115,0.174412,0.198347,0,0.309336,0.198347,0.244898,0.238698,0.24356,0.274475,0.326875,0.18123,0.18543,0.214476,0.543517,0.18123,0.193179,0.216749,0.213047,0.248464,0.426351,0.279123,0.031373,0.032536,0,0.098425,0.035026,0.046569,0.049419,0.044963,0.037908,0.027599,0.021108,0.023311,0.025242,0.109812,0.021108,0.024121,0.02478,0.025546,0.031319,0.034707,0.055517,11
0,0,0.5,0.166667,0.89,0,0,0.333333,0.247748,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.051724,0.045455,0,0.022727,0.045455,0.045455,0,0.10687,0.644618,0.179349,0.015344,0.098485,0.132911,0.5,0.015344,0.099454,0.10514,0.150442,0.266667,0.243243,0.10453,0.036336,0.028335,0,0.012373,0.028335,0.031397,0,0.078845,0.328253,0.147934,0.017439,0.078209,0.11459,0.557726,0.01744,0.084843,0.102463,0.122213,0.159831,0.26943,0.085791,0.019608,0.030622,0,0.011811,0.045534,0.061275,0.05814,0.043666,0.136008,0.037471,0.006093,0.029496,0.040458,0.33805,0.006094,0.031782,0.035143,0.043963,0.06044,0.065799,0.056211,0
0,0,0.041667,0.333333,1,0,0,0.333333,0.054054,0.05,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.01145,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.017422,0,0,0,0,0,0,0,0.032787,0.056573,0.04692,0.000219,0,0.014907,0.428419,0.00022,0.004255,0.008276,0.019075,0.018308,0.136788,0.045675,0,0.003828,0,0,0.007005,0.009804,0.011628,0.004323,0.005581,0.00283,0.000018,0,0.001253,0.061827,0.000018,0.00038,0.000676,0.001634,0.001648,0.007954,0.007634,0
1,0,0.166667,0,0.75,0.4,0,0,0.036036,0.08,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,1,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.333333,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.5,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.010453,0,0,0,0,0,0,0,0,0.089158,0.065166,0.000255,0,0.018634,0.889876,0.000255,0.005651,0.013793,0.021676,0.030513,0.15544,0.038062,0,0.000957,0,0,0.001751,0.002451,0.002907,0,0.003518,0.001572,0.000008,0,0.000627,0.051369,0.000008,0.000202,0.000451,0.000743,0.001099,0.003615,0.002429,0
