@relation sonar-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute attribute_1 numeric
@attribute attribute_2 numeric
@attribute attribute_3 numeric
@attribute attribute_4 numeric
@attribute attribute_5 numeric
@attribute attribute_6 numeric
@attribute attribute_7 numeric
@attribute attribute_8 numeric
@attribute attribute_9 numeric
@attribute attribute_10 numeric
@attribute attribute_11 numeric
@attribute attribute_12 numeric
@attribute attribute_13 numeric
@attribute attribute_14 numeric
@attribute attribute_15 numeric
@attribute attribute_16 numeric
@attribute attribute_17 numeric
@attribute attribute_18 numeric
@attribute attribute_19 numeric
@attribute attribute_20 numeric
@attribute attribute_21 numeric
@attribute attribute_22 numeric
@attribute attribute_23 numeric
@attribute attribute_24 numeric
@attribute attribute_25 numeric
@attribute attribute_26 numeric
@attribute attribute_27 numeric
@attribute attribute_28 numeric
@attribute attribute_29 numeric
@attribute attribute_30 numeric
@attribute attribute_31 numeric
@attribute attribute_32 numeric
@attribute attribute_33 numeric
@attribute attribute_34 numeric
@attribute attribute_35 numeric
@attribute attribute_36 numeric
@attribute attribute_37 numeric
@attribute attribute_38 numeric
@attribute attribute_39 numeric
@attribute attribute_40 numeric
@attribute attribute_41 numeric
@attribute attribute_42 numeric
@attribute attribute_43 numeric
@attribute attribute_44 numeric
@attribute attribute_45 numeric
@attribute attribute_46 numeric
@attribute attribute_47 numeric
@attribute attribute_48 numeric
@attribute attribute_49 numeric
@attribute attribute_50 numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_53 numeric
@attribute attribute_54 numeric
@attribute attribute_55 numeric
@attribute attribute_56 numeric
@attribute attribute_57 numeric
@attribute attribute_58 numeric
@attribute attribute_59 numeric
@attribute attribute_60 numeric
@attribute Class {Rock,Mine}

@data
0.289823,0.277325,0.125493,0.129815,0.1088,0.460898,0.309794,0.213671,0.075226,0.295009,0.30767,0.453693,0.417878,0.241312,0.321095,0.36322,0.399337,0.518338,0.690932,0.806935,0.877213,0.826091,0.746636,0.754636,0.832684,0.879392,0.753335,0.577707,0.293527,0.022371,0.251226,0.76803,0.793342,0.830737,0.762299,0.744758,0.645309,0.140064,0.26829,0.532244,0.562826,0.582173,0.517781,0.499485,0.234717,0.060614,0.120065,0.125187,0.239778,0.284848,0.065737,0.077033,0.322078,0.508772,0.142857,0.497436,0.556818,0.226545,0.190083,0.113164,Rock
0.057522,0.11273,0.06636,0.066809,0.06036,0.287557,0.383387,0.128556,0.098475,0.178321,0.261307,0.513189,0.511588,0.247499,0.230916,0.529717,0.72148,0.756779,0.607721,0.40015,0.402403,0.419896,0.527816,0.729536,0.85543,0.888644,0.939069,0.938349,0.936993,0.848194,0.741362,0.707257,0.742413,0.907366,0.991715,0.992137,0.991472,0.83238,0.657179,0.511874,0.29612,0.209158,0.146903,0.090312,0.224339,0.265771,0.20029,0.207547,0.088844,0.248485,0.307769,0.291013,0.223377,0.134503,0.181406,0.225641,0.190341,0.258581,0.162534,0.240185,Rock
0.260324,0.170167,0.099212,0.055873,0.190971,0.333244,0.305195,0.134068,0.011847,0.056199,0.087481,0.338365,0.184252,0.103022,0.119571,0.153369,0.111387,0.094545,0.143383,0.05137,0.164102,0,0.194659,0.236451,0,0.110365,0.448787,0.69154,0.677861,0.621072,0.717275,0.558189,0.643075,0.900477,0.950701,0.960181,0.804833,0.664344,0.638836,0.719281,0.657209,0.622589,0.491659,0.293481,0.216378,0.109846,0.145599,0.225217,0.285714,0.212121,0.057769,0.118402,0.402597,0.438596,0.170068,0.169231,0.375,0.146453,0.212121,0.143187,Rock
0.248525,0.04715,0.057819,0.097718,0.169921,0.291051,0.446429,0.327674,0.205983,0.400257,0.289097,0.29323,0.329063,0.132721,0.347076,0.320171,0.202052,0.189922,0.210288,0.371575,0.278879,0.610572,0.560665,0.323328,0.237807,0.515255,0.805127,0.685159,0.694095,0.857249,0.593787,0.36621,0.658721,0.899311,0.778766,0.753226,0.594577,0.450244,0.092874,0.650327,0.806254,0.722955,0.443683,0.232285,0.338072,0.469556,0.417059,0.206349,0.109036,0.568485,0.424303,0.482168,0.397403,0.421053,0.23356,0.112821,0.261364,0.02746,0.198347,0.140878,Rock
0.239676,0.265324,0.120237,0.047313,0.094852,0.248589,0.339286,0.39581,0.380868,0.572573,0.70268,0.748095,0.772996,0.37558,0.292808,0.296458,0.276863,0.243532,0.520619,0.778682,0.86836,0.863715,0.693441,0.683537,0.722029,0.866946,1,0.981062,0.896916,0.578992,0.485232,0.557965,0.431482,0.285745,0.056357,0.218649,0.136781,0.371738,0.605735,0.553268,0.227099,0.52674,0.491013,0.556815,0.695479,0.260697,0.170228,0.408506,0.457345,0.174545,0.327689,0.189729,0.036364,0.166667,0.210884,0.097436,0.153409,0.10984,0.088154,0.120092,Mine
0.030236,0.111873,0.067674,0.119591,0.220391,0.28057,0.182089,0.207497,0.236636,0.249678,0.31079,0.362837,0.395854,0.243787,0.185475,0.126501,0.173972,0.232519,0.240269,0.287885,0.349705,0.386873,0.482251,0.678312,0.742828,0.762419,0.897153,1,0.887175,0.628316,0.610463,0.455965,0.259477,0.160784,0.129385,0.072681,0.15515,0.103879,0.214316,0.210131,0.18645,0.332357,0.178068,0.08825,0.094399,0.228332,0.327237,0.372866,0.260475,0.053333,0.184263,0.091298,0.12987,0.187135,0.14059,0.205128,0.096591,0.048055,0.090909,0.002309,Mine
0.137168,0.068153,0.108081,0.06467,0.083693,0.091642,0.176136,0.18699,0.246409,0.351494,0.374592,0.420868,0.492155,0.281427,0.269536,0.187767,0.150451,0.193143,0.323375,0.517551,0.705839,0.828034,0.879623,0.950825,0.962807,1,0.965648,0.862495,0.786526,0.610632,0.530681,0.410245,0.219049,0.284261,0.344175,0.425,0.48349,0.42976,0.35779,0.319608,0.180776,0.137729,0.256563,0.202267,0.09383,0.177455,0.144332,0.015574,0.117617,0.184242,0.124502,0.065621,0.135065,0.371345,0.23356,0.079487,0.150568,0.23341,0.22314,0.069284,Mine
0.148968,0.143163,0.12385,0.04232,0.257165,0.285407,0.369318,0.210364,0.158744,0.237952,0.53736,0.568142,0.545415,0.495514,0.649814,0.805109,0.981245,1,0.937618,0.834332,0.800379,0.842552,0.598601,0.571253,0.768955,0.802181,0.537872,0.278407,0.493608,0.64078,0.574496,0.410133,0.343274,0.346476,0.138795,0.135282,0.194511,0.154206,0.066624,0.248257,0.217834,0.240904,0.091814,0.206905,0.237276,0.233132,0.331221,0.420186,0.255427,0.271515,0.094622,0.03281,0.254545,0.19883,0.160998,0.230769,0.079545,0.061785,0.033058,0.145497,Rock
0.057522,0.076725,0.013469,0.001427,0.048948,0.095673,0.118236,0.000441,0.051829,0.075361,0.084928,0.199736,0.195336,0.257296,0.215167,0.26837,0.325562,0.254442,0.208815,0.251391,0.399241,0.456497,0.419307,0.490421,0.612398,0.622315,0.646181,0.724269,0.851258,1,0.868229,0.668389,0.612307,0.635824,0.690703,0.583468,0.496173,0.343142,0.17626,0.147277,0.215402,0.170085,0.192681,0.156016,0.162639,0.108475,0.066099,0.045523,0.042908,0.145455,0.021912,0.087019,0.153247,0.347953,0.244898,0.128205,0.244318,0.107551,0.157025,0.04388,Rock
0.236726,0.123446,0.151445,0.11436,0.184377,0.188659,0.298431,0.258655,0.171776,0.104247,0.009641,0.066383,0.218943,0.307724,0.458521,0.617036,0.723034,0.775896,0.788344,0.813891,1,0.980984,0.959733,0.959123,0.909631,0.899328,0.782645,0.575648,0.337865,0.385853,0.452425,0.337677,0.249081,0.279279,0.155365,0.047278,0.091953,0.080171,0.051023,0.184532,0.10469,0.09072,0.048881,0.16336,0.159937,0.069254,0.171858,0.202755,0.130742,0.206061,0.032869,0.202568,0.275325,0.064327,0.06576,0.423077,0.380682,0.02746,0.187328,0.103926,Rock
0.292035,0.116159,0.193495,0.111032,0.107025,0.076055,0.156385,0.234179,0.172072,0.312741,0.153268,0.161049,0.281129,0.129215,0.074631,0.105231,0.057403,0.032623,0.165895,0.248181,0.244941,0.320417,0.32415,0.303555,0.329098,0.290891,0.358336,0.652326,0.92431,1,0.876948,0.661986,0.501208,0.402756,0.273908,0.194254,0.328559,0.459187,0.608897,0.667647,0.534221,0.419536,0.344239,0.404148,0.608757,0.584476,0.63582,0.736149,0.635538,0.396364,0.180279,0.298146,0.085714,0.026316,0.133787,0.328205,0.298295,0.107551,0.231405,0.08776,Mine
0.137906,0.042006,0.10184,0.043034,0.187674,0.383499,0.303301,0.12194,0.183918,0.179751,0.078548,0.004836,0.154023,0.285965,0.557027,0.794932,0.828101,0.79813,0.854408,0.868258,0.938132,0.938963,0.937374,1,0.971824,0.92389,0.931821,0.723858,0.433949,0.280281,0.400981,0.47259,0.373202,0.295495,0.2287,0.127823,0.239449,0.194655,0.129349,0.14902,0.056167,0.062637,0.110565,0.162587,0.163918,0.078168,0.077146,0.127284,0.118627,0.007273,0.187251,0.169757,0.197403,0.166667,0.0839,0.15641,0.130682,0.116705,0.198347,0.110855,Rock
0.620206,0.192027,0.120565,0.034475,0.080649,0.116098,0.570076,0.673649,0.409003,0.377234,0.342833,0.104045,0.12034,0.437867,0.672685,0.665276,0.69599,0.546182,0.346202,0.220997,0.504321,0.764544,0.856204,0.928696,0.935656,0.586628,0.582309,0.671676,0.497463,0.549909,0.465613,0.224219,0.241731,0.189189,0.519791,0.73881,0.811721,0.420193,0.110162,0.36939,0.47736,0.50696,0.394931,0.287941,0.371197,0.383708,0.433176,0.605271,0.669359,0.433939,0.12749,0.233951,0.345455,0.201754,0.070295,0.120513,0.724432,0.226545,0.099174,0.071594,Rock
0.264012,0.117874,0.071288,0.039705,0.028405,0.169578,0.218615,0.215215,0.13594,0.098527,0.180774,0.341295,0.351231,0.093431,0.056776,0.142581,0.196042,0.33361,0.136545,0.278253,0.586741,0.692056,0.829501,0.851757,0.765369,0.583104,0.552054,0.423837,0.396916,0.404602,0.506594,0.624691,0.713536,0.670588,0.580853,0.535585,0.497048,0.384527,0.397849,0.641176,0.791662,0.803053,0.813009,0.52654,0.456639,0.34531,0.268381,0.295897,0.16002,0.326061,0.065737,0,0.103896,0.040936,0,0.176923,0.264205,0.116705,0.231405,0.124711,Rock
0.143068,0.109301,0.034494,0.168806,0.252853,0.42408,0.807089,0.750827,0.479639,0.573717,0.518077,0.160903,0.638837,1,0.913432,0.827397,0.68853,0.774026,0.872607,0.839576,0.886172,0.94612,1,0.89499,0.775205,0.815068,0.632524,0.438864,0.465503,0.295941,0.246866,0.06448,0,0.126232,0.164774,0.208468,0.10059,0.158989,0.318364,0.362418,0.232658,0.139072,0.344627,0.33329,0.198038,0.148519,0.250453,0.395627,0.539626,0.393939,0.314741,0.0699,0.4,0.219298,0.829932,0.248718,0.352273,0.652174,0.352617,0.039261,Mine
0,0.077154,0.090013,0.032573,0.113619,0.192153,0.262987,0.015215,0.161854,0.194909,0.259322,0.342761,0.312365,0.109415,0.006119,0.182068,0.345664,0.44374,0.517989,0.599743,0.728078,0.821797,0.852601,0.836082,0.892316,0.993942,1,0.963874,0.872869,0.601257,0.185504,0.285441,0.332668,0.508744,0.77938,0.935585,0.857643,0.605594,0.436643,0.314488,0.267979,0.266789,0.406181,0.475779,0.42451,0.305266,0.153749,0.107517,0.145886,0.147879,0.044821,0.142653,0.181818,0.230994,0.068027,0.064103,0.028409,0.016018,0.085399,0.094688,Mine
0.20354,0.168881,0.248357,0.178554,0.115141,0.255039,0.030303,0.136494,0.180512,0.147719,0.092585,0.08177,0.009788,0.094668,0.101715,0.192143,0.125065,0.240519,0.346097,0.360445,0.311762,0.120233,0.068348,0.265137,0.129098,0.187796,0.418847,0.744751,0.902192,0.766912,0.466921,0.233543,0.514019,0.643031,0.35021,0.452823,0.656899,0.633358,0.5428,0.341612,0.223741,0.072894,0,0,0,0,0,0,0,0,0,0.068474,0.602597,0.567251,0.099773,0.341026,0.457386,0.17849,0.380165,0.242494,Rock
