@relation mfeat-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute att177 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att180 numeric
@attribute att181 numeric
@attribute att182 numeric
@attribute att183 numeric
@attribute att184 numeric
@attribute att185 numeric
@attribute att186 numeric
@attribute att187 numeric
@attribute att188 numeric
@attribute att189 numeric
@attribute att190 numeric
@attribute att191 numeric
@attribute att192 numeric
@attribute att193 numeric
@attribute att194 numeric
@attribute att195 numeric
@attribute att196 numeric
@attribute att197 numeric
@attribute att198 numeric
@attribute att199 numeric
@attribute att200 numeric
@attribute att201 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att206 numeric
@attribute att207 numeric
@attribute att208 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att211 numeric
@attribute att212 numeric
@attribute att213 numeric
@attribute att214 numeric
@attribute att215 numeric
@attribute att216 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.553571,0.384298,0.553665,0.147208,0.533679,0.453947,0.571429,0.394737,0.076923,0.352941,0.5,0.529412,0.73,0.786232,0.278997,0.13913,0.607748,0.227191,0.463415,0.714286,0.85,0.541667,0.705882,0.6,0.514563,0.366089,0.633333,0.352518,0.880716,0.398866,0.55,0.463415,0.55814,0.65,0.52381,0.136364,0.534653,0.512733,0.474419,0.187713,0.839142,0.469854,0.484848,0.684211,0.790698,0.347826,0.238095,0.636364,0.59335,0.528497,0.475894,0.331126,0.864865,0.311567,0.317073,0.717949,0.55814,0.375,0.272727,0.421053,0.311392,0.602198,0.473118,0.487102,0.887218,0.301848,0.3,0.486486,0.261905,0.684211,0.526316,0.041667,0.707692,0.598361,0.290965,0.213611,0.647525,0.252669,0.309524,0.615385,0.85,0.416667,0.421053,0.473684,0.596774,0.527911,0.3264,0.159011,0.540441,0.249551,0.390244,0.6,0.613636,0.708333,0.647059,0.772727,0.848325,0.727099,0.348571,0.14241,0.613079,0.260377,0.973684,0.372093,0.622222,0.434783,0.809524,0.842105,0.252427,0.191344,0.588164,0.577825,0.820463,0.456483,0.093023,0.833333,0.5,0.277778,0.090909,0.043478,0.631579,0.195423,0.546543,0.444623,0.840996,0.242537,0.071429,0.606061,0.136364,0.541667,0.444444,0.28,0.32618,0.25885,0.589157,0.136861,0.597374,0.300236,0.416667,0.441176,0.205882,0.608696,0.444444,0.090909,0.752066,0.526802,0.643491,0.14241,0.751693,0.185804,0.444444,0.258065,0.257143,0.5,0.647059,0.625,0.681818,0.431599,0.256831,0.288014,0.680312,0.227202,0.186047,0.606061,0.466667,0.375,0.52381,0.444444,0.260593,0.395303,0.438625,0.536542,0.782857,0.341564,0.113636,0.421053,0.363636,0.705882,0.47619,0.04,0.228099,0.115656,0.543883,0.570325,0.90228,0.440994,0.071429,0.232558,0.136364,0.352941,0.166667,0,0.774135,0.613095,0.165981,0.145188,0.543011,0.278777,0.608696,0.375,0.604651,0.4,0.666667,0.555556,0.635897,0.578571,0.627937,0.109029,0.546948,0.494898,0.517241,0.756757,0.371429,0.785714,0.571429,0.782609,10
0.600446,0.634298,0.524869,0.326565,0.629534,0.675987,0.642857,0.578947,0.564103,0.294118,0.5,0.705882,0.7375,0.53442,0.31348,0.269565,0.707022,0.55814,0.536585,0.261905,0.575,0.666667,0.823529,0.55,0.667476,0.198459,0.357778,0.345324,0.962227,0.672968,0.625,0.780488,0.906977,0.4,0.52381,0.090909,0.378218,0.280136,0.536434,0.365188,0.949062,0.650728,0.393939,0.447368,0.674419,0.478261,0.047619,0.045455,0.41688,0.336788,0.534992,0.44702,0.957207,0.686567,0.243902,0.230769,0.906977,0.5,0.090909,0.368421,0.359494,0.547253,0.473118,0.496206,0.964286,0.599589,0.225,0.675676,0.761905,0.526316,0.421053,0.333333,0.669231,0.510246,0.425727,0.311909,0.728713,0.322064,0.380952,0.230769,0.725,0.541667,0.421053,0.210526,0.583333,0.593301,0.4352,0.261484,0.615809,0.531418,0.463415,0.4,0.818182,0.666667,0.647059,0.727273,0.737213,0.70229,0.424762,0.336463,0.702997,0.590566,0.894737,0.627907,0.822222,0.565217,0.428571,0.789474,0.083495,0.120729,0.549517,0.547974,0.899614,0.68206,0.023256,0.333333,0.025,0.333333,0.090909,0,0.605263,0.359155,0.503989,0.457464,0.91954,0.404851,0,0.575758,0.659091,0.25,0.555556,0.24,0.45279,0.486726,0.550602,0.301095,0.68709,0.548463,0.5,0.764706,0.823529,0.304348,0.444444,0.045455,0.727273,0.687616,0.519231,0.336463,0.844244,0.400835,0.527778,0.419355,0.857143,0.636364,0.764706,0.583333,0.791322,0.537572,0.26776,0.395349,0.760234,0.367852,0.255814,0.212121,0.977778,0.5,0.52381,0.5,0.491525,0.514677,0.471358,0.418895,0.841429,0.660494,0.181818,0.815789,0.886364,0.294118,0.47619,0.32,0.094215,0.22708,0.535904,0.493045,0.969055,0.647516,0,0.627907,0.613636,0.294118,0.166667,0.208333,0.688525,0.706845,0.355281,0.340946,0.637097,0.294964,0.673913,0.6,0.860465,0.52,0.583333,0.611111,0.576923,0.57619,0.562663,0.27598,0.619718,0.646259,0.413793,0.459459,0.571429,0.571429,0.571429,0.73913,8
0.243304,0.283058,0.244764,0.328257,0.440415,0.360197,0.285714,0.394737,0.435897,0.235294,0.833333,0.235294,0.2125,0.349638,0.322884,0.315217,0.452785,0.665474,0.268293,0.666667,0.35,0.375,0.705882,0.95,0.400485,0.487476,0.273333,0.282374,0.586481,0.487713,0.7,0.512195,0.093023,0.75,0.238095,0.454545,0.394059,0.463497,0.313178,0.305461,0.662198,0.692308,0.484848,0.578947,0.325581,0.521739,0.333333,0.5,0.242967,0.468048,0.326594,0.336093,0.653153,0.514925,0.609756,0.666667,0.093023,0.458333,0.363636,0.578947,0.146835,0.283516,0.215054,0.415781,0.582707,0.418891,0.6,0.486486,0.357143,0.894737,0.210526,0.333333,0.105128,0.231557,0.358346,0.253308,0.441584,0.63879,0.404762,0.512821,0.35,0.25,0.210526,0.736842,0.25,0.15949,0.3168,0.266784,0.25,0.617594,0.341463,0.657143,0.159091,0.541667,0.647059,0.636364,0.409171,0.259542,0.550476,0.350548,0.536785,0.666038,0.552632,0.372093,0.133333,0.347826,0.333333,0.473684,0.390291,0.275626,0.254831,0.537313,0.584942,0.436945,0.372093,0.833333,0.7,0.277778,0.363636,0.347826,0.24269,0.246479,0.179521,0.369181,0.568966,0.304104,0.357143,0.666667,0.318182,0.458333,0.555556,0.56,0.341202,0.172566,0.256627,0.357664,0.286652,0.340426,0.416667,0.382353,0.323529,0.434783,0.777778,0.409091,0.236915,0.136784,0.247041,0.350548,0.386005,0.317328,0.5,0.258065,0.314286,0.318182,0.882353,0.666667,0.303719,0.263969,0.358834,0.264758,0.481481,0.547141,0.511628,0.606061,0.155556,0.291667,0.238095,0.611111,0.389831,0.279843,0.274959,0.363636,0.554286,0.475309,0.477273,0.473684,0.227273,0.470588,0.190476,0.32,0.464463,0.379408,0.243351,0.432767,0.648208,0.336957,0.357143,0.325581,0.590909,0.117647,0.416667,0.291667,0.338798,0.293155,0.51166,0.316476,0.456989,0.697842,0.347826,0.325,0.139535,0.32,0.416667,0.277778,0.382051,0.380952,0.254569,0.373083,0.5,0.421769,0.103448,0.756757,0.314286,0.785714,0.428571,0.565217,9
0.151786,0.272727,0.108639,0.126904,0.295337,0.263158,0.047619,0.131579,0.076923,0.705882,0.277778,0.117647,0.26,0.550725,0.366771,0.173913,0.389831,0.681574,0.073171,0.47619,0.7,0.291667,0.352941,0.85,0.57767,0.786127,0.282222,0.352518,0.697813,0.387524,0.85,0.707317,0.418605,0.85,0.904762,0.545455,0.582178,0.808149,0.12093,0.102389,0.592493,0.573805,0.727273,0.684211,0.651163,0.608696,0.809524,0.5,0.526854,0.860104,0.155521,0.254967,0.657658,0.416045,0.853659,0.717949,0.418605,0.708333,0.818182,0.473684,0.458228,0.712088,0.073733,0.414264,0.714286,0.371663,0.85,0.648649,0.119048,1,0.947368,0.5,0.410256,0.684426,0.343032,0.096408,0.465347,0.704626,0.214286,0.666667,0.7,0.25,0.947368,0.736842,0.387097,0.295056,0.336,0.190813,0.375,0.633752,0.146341,0.714286,0.477273,0.458333,0.647059,0.545455,0.400353,0.509542,0.565714,0.183099,0.362398,0.649057,0.447368,0.186047,0.444444,0.26087,0.428571,0.263158,0.512621,0.669704,0.141304,0.573561,0.642857,0.28952,0.604651,0.7,0.35,0.611111,0.454545,0.521739,0.538012,0.329225,0.142287,0.396469,0.664751,0.36194,0.595238,0.727273,0,0.791667,0.777778,0.64,0.553648,0.303097,0.143373,0.15146,0.396061,0.427896,0.305556,0.264706,0.382353,0.869565,0.333333,0.5,0.338843,0.23475,0.116864,0.183099,0.544018,0.319415,0.222222,0.193548,0.428571,0.227273,0.411765,0.583333,0.409091,0.466281,0.428051,0.177102,0.504873,0.604328,0.325581,0.545455,0.288889,0.291667,0.904762,0.5,0.476695,0.473581,0.111293,0.475936,0.654286,0.440329,0.386364,0.684211,0.227273,0.823529,0.952381,0.56,0.598347,0.456982,0.091755,0.542504,0.752443,0.214286,0.595238,0.186047,0.272727,0.705882,0.5,0.541667,0.413479,0.348214,0.580247,0.125612,0.290323,0.742806,0.130435,0.125,0.465116,0.32,0.5,0.166667,0.128205,0.416667,0.131854,0.187394,0.335681,0.27381,0.448276,0.918919,0.314286,0.785714,0.714286,0.478261,1
0.484375,0.431818,0.215969,0.373942,0.393782,0.212171,0.285714,0.421053,0.410256,0.705882,0.277778,0.764706,0.4125,0.211957,0.282132,0.178261,0.486683,0.490161,0.268293,0.642857,0.375,0.041667,0.117647,0.4,0.468447,0.475915,0.291111,0.503597,0.781312,0.26087,0.6,0.439024,0.44186,0.35,0.619048,0.045455,0.750495,0.36163,0.20155,0.296928,0.705094,0.405405,0.666667,0.394737,0.72093,0.608696,0.714286,0.272727,0.693095,0.388601,0.202177,0.360927,0.752252,0.320896,0.609756,0.435897,0.44186,0.458333,0.636364,0.526316,0.455696,0.428571,0.168971,0.490137,0.793233,0.283368,0.6,0.351351,0.52381,0.473684,0.631579,0.125,0.520513,0.276639,0.321593,0.289225,0.548515,0.514235,0.166667,0.487179,0.625,0.166667,0.631579,0.052632,0.556452,0.255183,0.2848,0.491166,0.448529,0.452424,0.243902,0.685714,0.545455,0.125,0.411765,0.590909,0.705467,0.240458,0.485714,0.489828,0.455041,0.450943,0.605263,0.534884,0.555556,0.173913,0.619048,0.631579,0.44466,0.471526,0.262077,0.47548,0.723938,0.195382,0.372093,0.733333,0.425,0.388889,0.636364,0.130435,0.593567,0.482394,0.198138,0.451043,0.745211,0.285448,0.357143,0.575758,0.431818,0.541667,0.444444,0.12,0.43133,0.353982,0.263855,0.377737,0.487965,0.208038,0.194444,0.588235,0.294118,0.521739,0.222222,0.090909,0.556474,0.236599,0.232249,0.489828,0.638826,0.229645,0.111111,0.612903,0.342857,0.136364,0.176471,0.458333,0.431818,0.294798,0.362477,0.309481,0.582846,0.500773,0.093023,0.515152,0.4,0.208333,0.619048,0.666667,0.381356,0.34638,0.186579,0.597148,0.711429,0.31893,0.159091,0.394737,0.386364,0.705882,0.666667,0.2,0.504132,0.576869,0.211436,0.601236,0.820847,0.194099,0.357143,0.534884,0.568182,0.705882,0.666667,0.166667,0.765027,0.36756,0.489712,0.389886,0.392473,0.571942,0.347826,0.5,0.488372,0.24,0.666667,0.555556,0.341026,0.190476,0.251958,0.41908,0.406103,0.190476,0.724138,0.567568,0.114286,0.642857,0.714286,0.608696,6
0.470982,0.386364,0.185864,0.409475,0.474093,0.463816,0.261905,0.578947,0.487179,0.529412,0.555556,0.647059,0.5125,0.313406,0.227273,0.284783,0.581114,0.792487,0.292683,0.452381,0.5,0.083333,0.411765,0.5,0.492718,0.468208,0.164444,0.347122,0.807157,0.599244,0.725,0.536585,0.232558,0.5,0.190476,0.045455,0.540594,0.395586,0.100775,0.28157,0.739946,0.615385,0.69697,0.236842,0.465116,0.73913,0.761905,0.363636,0.493606,0.495682,0.101089,0.243377,0.781532,0.636194,0.731707,0.282051,0.232558,0.583333,0.772727,0.526316,0.516456,0.472527,0.124424,0.236722,0.821429,0.64271,0.725,0.405405,0.452381,0.631579,0.473684,0.041667,0.474359,0.35041,0.237366,0.275992,0.613861,0.800712,0.142857,0.230769,0.5,0.041667,0.473684,0.157895,0.680108,0.325359,0.2,0.443463,0.523897,0.791741,0.219512,0.571429,0.295455,0.25,0.588235,0.681818,0.698413,0.332061,0.4,0.507042,0.517711,0.811321,0.684211,0.581395,0.266667,0.043478,0.761905,0.736842,0.654369,0.462415,0.241546,0.234542,0.776062,0.492007,0.488372,0.6,0.85,0.555556,0.772727,0.043478,0.833333,0.422535,0.215426,0.186196,0.796935,0.61194,0.47619,0.636364,0.5,0.666667,0.611111,0.2,0.349785,0.225664,0.243373,0.481752,0.564551,0.669031,0.222222,0.764706,0.205882,0.652174,0.5,0,0.231405,0.210721,0.213018,0.507042,0.68623,0.59499,0.083333,0.612903,0.2,0,0.470588,0.541667,0.456612,0.452794,0.338798,0.246869,0.662768,0.799073,0.209302,0.393939,0.244444,0.083333,0.190476,0.555556,0.525424,0.471624,0.090016,0.231729,0.77,0.703704,0.272727,0.605263,0.318182,0.529412,0.238095,0.12,0.560331,0.54866,0.183511,0.287481,0.871336,0.444099,0.47619,0.581395,0.454545,0.529412,0.791667,0.083333,0.641166,0.436012,0.441701,0.411093,0.481183,0.821942,0.23913,0.55,0.27907,0.12,0.791667,0.444444,0.55641,0.309524,0.24282,0.502555,0.43662,0.352041,0.758621,0.459459,0.428571,0.857143,0.785714,0.695652,6
0.495536,0.876033,0.424084,0.582064,0.764249,0.506579,0.714286,0.736842,0.820513,0.588235,0.722222,0.470588,0.7,0.195652,0.321317,0.48913,0.736077,0.627907,0.609756,0.547619,0.375,0.541667,0.470588,0.55,0.650485,0.077071,0.288889,0.480216,0.640159,0.599244,0.55,0.439024,0.255814,0.15,0.52381,0.454545,0.059406,0.033956,0.494574,0.575085,0.911528,0.806653,0.30303,0.131579,0.023256,0,0.047619,0.045455,0.29156,0.169257,0.489891,0.64404,0.858108,0.610075,0.170732,0.076923,0.255814,0.041667,0.090909,0.368421,0.336709,0.351648,0.394777,0.61912,0.56203,0.457906,0.15,0.297297,0.571429,0.263158,0.421053,0.75,0.425641,0.262295,0.430322,0.52552,0.582178,0.537367,0.452381,0.333333,0.025,0.75,0.421053,0.210526,0.580645,0.467305,0.4304,0.567138,0.259191,0.601436,0.536585,0.685714,0.181818,0.375,0.647059,0.727273,0.520282,0.402672,0.491429,0.616588,0.877384,0.671698,0.815789,0.906977,0.2,0.173913,0.142857,0.789474,0.194175,0.350797,0.444444,0.550107,0.69112,0.609236,0.046512,0.666667,0.725,0.611111,0.090909,0.173913,0.660819,0.498239,0.388298,0.616372,0.666667,0.212687,0.071429,0.757576,0.659091,0.708333,0.666667,0.4,0.566524,0.661504,0.445783,0.547445,0.376368,0.385343,0.583333,0.823529,0.764706,0.695652,0.444444,0.318182,0.322314,0.696858,0.393491,0.616588,0.532731,0.269311,0.611111,0.870968,0.742857,0.318182,0.647059,0.583333,0.632231,0.574181,0.273224,0.579606,0.639376,0.452859,0.325581,0.575758,0.355556,0.708333,0.52381,0.5,0.485169,0.590998,0.427169,0.445633,0.532857,0.534979,0.25,0.552632,0.431818,0.588235,0.47619,0.64,0.284298,0.51622,0.449468,0.516229,0.659609,0.490683,0.071429,0.906977,0.931818,0.588235,0.25,0.625,0.355191,0.491071,0.384088,0.587276,0.803763,0.616906,0.73913,0.9,0.209302,0.56,0.333333,0.611111,0.671795,0.511905,0.407311,0.563884,0.835681,0.610544,0.517241,0.243243,0.971429,0.357143,0.571429,0.73913,3
0.591518,0.530992,0.414921,0.135364,0.419689,0.263158,0.595238,0.710526,0.307692,0.941176,0.555556,0.529412,0.3525,0.548913,0.589342,0.106522,0.486683,0.681574,0.487805,0.571429,0.725,0.291667,0.411765,0.4,0.550971,0.34104,0.486667,0.196043,0.510934,0.387524,0.275,0.170732,0.44186,0.25,0.190476,0.772727,1,0.310696,0.387597,0.134812,0.292225,0.573805,0.69697,0.157895,0.674419,0.347826,0.761905,0.818182,0.98977,0.426598,0.388802,0.216887,0.396396,0.416045,0.634146,0.358974,0.44186,0.375,0.772727,0.526316,0.632911,0.450549,0.408602,0.349014,0.556391,0.371663,0.675,0.162162,0.142857,0.157895,0.473684,0.791667,0.628205,0.616803,0.548239,0.056711,0.59604,0.704626,0.333333,0.358974,0.725,0.5,0.473684,0.789474,0.341398,0.688995,0.5568,0.090106,0.511029,0.633752,0.414634,0.371429,0.5,0.125,0.588235,0.136364,0.536155,0.629771,0.695238,0.169014,0.242507,0.649057,0.105263,0.697674,0.466667,0.347826,0.761905,0.105263,0.650485,0.275626,0.452899,0.439232,0.588803,0.275311,0.72093,0.7,0.775,0.611111,0.772727,0.826087,0.552632,0.306338,0.453457,0.298555,0.603448,0.384328,0.666667,0.424242,0.204545,0.375,0.611111,0.52,0.688841,0.402655,0.454217,0.142336,0.549234,0.427896,0.666667,0.794118,0.117647,0.347826,0.5,0.818182,0.578512,0.573013,0.403846,0.169014,0.51693,0.319415,0.472222,0.903226,0.228571,0.318182,0.470588,0.208333,0.493802,0.614644,0.628415,0.143113,0.582846,0.604328,0.395349,0.545455,0.311111,0.458333,0.190476,0.777778,0.538136,0.573386,0.399345,0.370766,0.691429,0.440329,0.5,0.263158,0.25,0.588235,0.238095,0.84,0.798347,0.399154,0.410904,0.429675,0.677524,0.208075,0.666667,0.651163,0.25,0.941176,0.791667,0.833333,0.765027,0.787202,0.722908,0.143556,0.370968,0.742806,0.630435,0.775,0.488372,0.4,0.791667,0.555556,0.479487,0.380952,0.408616,0.16184,0.194836,0.270408,0.965517,0.27027,0.571429,0.357143,0.785714,0.086957,2
0.629464,0.615702,0.362565,0.673435,0.792746,0.264803,0.47619,0.368421,0.717949,0.588235,0.611111,0.470588,0.23,0.112319,0.655172,0.671739,0.675545,0.683363,0.365854,0.5,0.325,0.125,0.470588,0.25,0.514563,0.33526,0.548889,0.530576,0.228628,0.389414,0.4,0.536585,0.162791,0.15,0.333333,0.636364,0.554455,0.190153,0.390698,0.581911,0.576408,0.575884,0.727273,0.5,0.069767,0.347826,0.428571,0.681818,0.445013,0.207254,0.44168,0.544702,0.414414,0.41791,0.756098,0.589744,0.162791,0.208333,0.363636,0.368421,0.579747,0.259341,0.371736,0.485584,0.218045,0.373717,0.8,0.459459,0.47619,0.263158,0.105263,0.666667,0.287179,0.196721,0.618683,0.57845,0.508911,0.706406,0.357143,0.692308,0.075,0.083333,0.105263,0.631579,0.290323,0.288676,0.6368,0.694346,0.305147,0.635548,0.292683,0.628571,0.090909,0.291667,0.176471,0,0.089947,0.127863,0.790476,0.729264,0.662125,0.650943,0.026316,0.44186,0.111111,0,0.333333,0.263158,0.702913,0.400911,0.392512,0.503198,0.372587,0.277087,0.790698,0.333333,0.825,0.611111,0.454545,0.695652,0.48538,0.448944,0.371011,0.481541,0.342912,0.363806,0.738095,0.69697,0.568182,0.708333,0.222222,0.4,0.832618,0.519912,0.393976,0.729927,0.382932,0.43026,0.75,0.411765,0.647059,0.695652,0.555556,0.681818,0.487603,0.349353,0.362426,0.729264,0.417607,0.321503,0.444444,0.483871,0.628571,0.045455,0.529412,0.083333,0.264463,0.346821,0.697632,0.547406,0.520468,0.605873,0.465116,0.575758,0.266667,0.041667,0.333333,0.611111,0.650424,0.391389,0.428805,0.413547,0.405714,0.442387,0.568182,0.657895,0.340909,0.470588,0.285714,0.72,0.707438,0.541608,0.349734,0.358578,0.374593,0.209627,0.738095,0.44186,0.840909,0.470588,0.333333,0.708333,0.154827,0.395833,0.783265,0.668842,0.795699,0.744604,0.521739,0.4,0.116279,0.08,0.333333,0.5,0.328205,0.302381,0.372063,0.734242,0.701878,0.255102,0.931034,0.621622,0.685714,0.5,0.285714,0.043478,5
0.133929,0.18595,0.141361,0.243655,0.323834,0.286184,0.119048,0.078947,0.153846,0.176471,0.166667,0.176471,0.41,0.391304,0.286834,0.276087,0.353511,0.617174,0,0.571429,0.625,0.5,0.235294,0.7,0.640777,0.662813,0.24,0.314748,0.600398,0.398866,0.775,0.609756,0.348837,0.6,0.619048,0.409091,0.693069,0.658744,0.172093,0.196246,0.573727,0.594595,0.818182,0.578947,0.581395,0.565217,0.714286,0.545455,0.664962,0.694301,0.18818,0.306291,0.583333,0.427239,0.780488,0.717949,0.348837,0.583333,0.727273,0.315789,0.589873,0.615385,0.069124,0.406677,0.62218,0.330595,0.775,0.540541,0.047619,0.736842,0.631579,0.375,0.558974,0.594262,0.301685,0.109641,0.392079,0.626335,0.142857,0.769231,0.625,0.541667,0.631579,0.789474,0.596774,0.358852,0.2704,0.199647,0.28125,0.56912,0.073171,0.828571,0.409091,0.666667,0.294118,0.409091,0.57672,0.353053,0.48381,0.28169,0.414169,0.592453,0.421053,0.27907,0.377778,0.565217,0.52381,0.315789,0.407767,0.523918,0.178744,0.5629,0.559846,0.367673,0.534884,0.633333,0.425,0.111111,0.545455,0.391304,0.491228,0.413732,0.101064,0.382022,0.570881,0.283582,0.52381,0.727273,0.068182,0.25,0.444444,0.52,0.467811,0.236726,0.180723,0.277372,0.293217,0.323877,0.388889,0.264706,0.294118,0.304348,0.111111,0.363636,0.493113,0.16451,0.153846,0.28169,0.433409,0.256785,0.305556,0.322581,0.4,0.545455,0.176471,0.458333,0.458678,0.477842,0.324226,0.218247,0.424951,0.536321,0.255814,0.666667,0.222222,0.583333,0.619048,0.333333,0.514831,0.497065,0.12275,0.434938,0.581429,0.386831,0.318182,0.578947,0.159091,0.411765,0.666667,0.44,0.631405,0.510578,0.148936,0.513138,0.672638,0.276398,0.52381,0.27907,0.340909,0.294118,0.583333,0.416667,0.570128,0.392857,0.493827,0.228385,0.336022,0.670863,0.195652,0.225,0.395349,0.6,0.583333,0,0.153846,0.47381,0.180157,0.30494,0.399061,0.362245,0.413793,0.864865,0.4,0.571429,0.714286,0.347826,1
